,nodeId,Id,ASIN,group,salesrank,totalSimilar,s1,s2,s3,s4,s5,totalReview,avgRate,totalVote,visited,v1,v2,v3,v4,v5
10209,10209,210318,6304603754,Video,4115,1,,,,441153,,21,3.5,202,1,0.0,0.0,0.0,322.0,0.0
10210,10210,210324,6301976096,Video,12841,2,,,,377295,224853,8,5.0,34,5,0.0,0.0,0.0,15.0,8.0
10211,10211,210422,0783237278,Video,16029,2,,354800,199132,,,18,3.5,61,3,0.0,7.0,17.0,0.0,0.0
10213,10213,210456,6304525125,Video,6478,2,,481267,489574,,,4,4.0,69,7,0.0,118.0,37.0,0.0,0.0
10214,10214,210462,6300213552,Video,35435,3,145089,24397,436124,,,8,3.5,21,5,24.0,22.0,59.0,0.0,0.0
10219,10219,210564,1929512015,Video,4829,1,188569,,,,,7,5.0,132,5,139.0,0.0,0.0,0.0,0.0
10220,10220,210698,B000066783,Video,52295,1,,207211,,,,5,4.5,5,1,0.0,0.0,0.0,0.0,0.0
10222,10222,210707,B00006678B,Video,1460,4,193609,477237,12969,17440,,7,4.5,17,9,29.0,9.0,6.0,25.0,0.0
10225,10225,210777,B00000G3P5,Video,34360,2,428019,,252073,,,0,0.0,0,2,6.0,0.0,1.0,0.0,0.0
10226,10226,210779,B00000G3P2,Video,25406,1,458440,,,,,8,4.0,13,2,14.0,0.0,0.0,0.0,0.0
10228,10228,210783,B00000G3P1,Video,9096,4,524962,242071,,524331,488316,7,4.5,20,5,30.0,39.0,0.0,91.0,50.0
10230,10230,210796,B0000028CB,Video,21559,1,,492831,,,,4,5.0,37,1,0.0,14.0,0.0,0.0,0.0
10237,10237,210889,6304463170,Video,48187,1,177866,,,,,0,0.0,0,2,11.0,0.0,0.0,0.0,0.0
10238,10238,210893,078311754X,Video,72977,1,,,119208,,,2,3.5,1,1,0.0,0.0,48.0,0.0,0.0
10239,10239,210902,6304479735,Video,7899,2,446575,,114367,,,21,3.5,56,5,96.0,0.0,51.0,0.0,0.0
10241,10241,210906,630301402X,Video,35446,2,532932,285028,,,,2,3.5,13,3,21.0,8.0,0.0,0.0,0.0
10242,10242,210936,1553600797,Video,3075,4,,73328,22653,321146,22654,2,4.0,16,9,0.0,3.0,195.0,0.0,293.0
10243,10243,210937,6305080089,Video,3197,4,297799,532440,358540,,466122,30,4.5,168,4,89.0,74.0,16.0,0.0,58.0
10244,10244,210940,B000068V9N,Video,11336,1,,,,126587,,3,3.5,25,1,0.0,0.0,0.0,19.0,0.0
10245,10245,210944,B000068V9M,Video,5730,2,,,,477237,193609,5,4.0,20,2,0.0,0.0,0.0,9.0,29.0
10250,10250,211089,6301160231,Video,38380,3,111815,400832,481349,,,2,4.5,0,6,1.0,9.0,0.0,0.0,0.0
10251,10251,211175,B000069I31,Video,19146,1,187319,,,,,1,5.0,4,2,12.0,0.0,0.0,0.0,0.0
10255,10255,211265,6304475438,Video,29087,4,527342,139177,260745,,306877,3,5.0,15,6,8.0,8.0,17.0,0.0,28.0
10260,10260,211326,B0000065CI,Video,18446,5,465299,196442,260212,277290,200826,1,5.0,0,10,0.0,0.0,0.0,46.0,10.0
10265,10265,211413,0970304226,Video,42328,4,518908,363475,83436,51525,,2,5.0,2,4,22.0,66.0,101.0,34.0,0.0
10266,10266,211416,1558904794,Video,10888,5,485160,63424,189395,510148,252866,1,4.0,8,7,10.0,0.0,31.0,4.0,6.0
10268,10268,211486,6302761271,Video,2833,3,313571,141056,,337700,,24,4.5,78,8,510.0,23.0,0.0,19.0,0.0
10271,10271,211529,6303149154,Video,11566,2,17311,,215006,,,4,3.0,59,4,15.0,0.0,28.0,0.0,0.0
10273,10273,211563,1929732279,Video,18086,1,108417,,,,,4,4.0,43,3,35.0,0.0,0.0,0.0,0.0
10275,10275,211622,6303369162,Video,20093,2,,333407,424092,,,4,4.0,21,3,0.0,25.0,104.0,0.0,0.0
10286,10286,211729,6304653344,Video,22059,1,,441719,,,,5,4.5,49,2,0.0,5.0,0.0,0.0,0.0
10287,10287,211737,6302069076,Video,6724,4,355813,300581,258612,,166052,2,4.0,34,7,61.0,207.0,80.0,0.0,87.0
10290,10290,211774,6304792379,Video,11183,1,499903,,,,,5,4.5,20,1,6.0,0.0,0.0,0.0,0.0
10291,10291,211800,6301801792,Video,13070,3,517522,248152,,510452,,1,3.0,17,4,555.0,162.0,0.0,75.0,0.0
10295,10295,211862,6303160549,Video,42413,5,503228,126072,473521,326952,77458,0,0.0,0,6,0.0,15.0,0.0,0.0,2.0
10302,10302,211955,630354200X,Video,179,2,,,466706,,62832,110,4.0,375,26,0.0,0.0,278.0,0.0,522.0
10307,10307,212053,B00004RERR,Video,26966,5,395557,207477,428019,252073,511721,1,5.0,6,6,2.0,6.0,6.0,1.0,3.0
10311,10311,212101,6300200191,Video,34939,3,355474,,,240600,236609,1,4.0,0,4,0.0,0.0,0.0,45.0,272.0
10316,10316,212214,6303454895,Video,17382,5,336162,459124,144416,304639,346319,5,4.0,14,9,3.0,10.0,13.0,5.0,21.0
10317,10317,212224,6304677189,Video,26706,1,118158,,,,,4,5.0,25,1,72.0,0.0,0.0,0.0,0.0
10319,10319,212232,B0000633V6,Video,26457,5,294323,464207,312685,464198,109138,1,5.0,4,6,0.0,2.0,0.0,6.0,0.0
10338,10338,212566,6302281520,Video,3389,2,300731,109691,,,,11,5.0,102,2,315.0,133.0,0.0,0.0,0.0
10344,10344,212716,B00000G08Q,Video,9515,3,,538423,445121,,441324,5,5.0,84,4,0.0,51.0,36.0,0.0,8.0
10345,10345,212802,630352446X,Video,53682,2,,,,151208,148576,0,0.0,0,4,0.0,0.0,0.0,1.0,5.0
10347,10347,212865,630024752X,Video,2847,4,6510,458096,7152,61269,,6,4.0,17,7,34.0,312.0,295.0,64.0,0.0
10353,10353,213002,B00005NFY2,Video,298,2,526855,224131,,,,3,5.0,49,6,37.0,36.0,0.0,0.0,0.0
10355,10355,213075,6305317178,Video,23111,2,439628,,225238,,,1,5.0,19,3,16.0,0.0,50.0,0.0,0.0
10356,10356,213093,6303929974,Video,11420,4,48550,,253868,501400,368011,10,4.0,41,4,13.0,0.0,16.0,39.0,31.0
10367,10367,213426,B00005UO7L,Video,57437,1,,213427,,,,0,0.0,0,1,0.0,29.0,0.0,0.0,0.0
10368,10368,213427,B00005UO7I,Video,3578,1,213430,,,,,7,4.5,29,4,0.0,0.0,0.0,0.0,0.0
10369,10369,213428,B00005UO7M,Video,58321,1,,213427,,,,0,0.0,0,1,0.0,29.0,0.0,0.0,0.0
10370,10370,213430,B00005UO7N,Video,35692,1,,213427,,,,0,0.0,0,2,0.0,29.0,0.0,0.0,0.0
10375,10375,213488,B00005UO71,Video,8895,1,,,,,213489,5,2.5,10,2,0.0,0.0,0.0,0.0,9.0
10376,10376,213489,B00005UO72,Video,33094,1,,213488,,,,5,3.5,9,2,0.0,10.0,0.0,0.0,0.0
10377,10377,213491,B00005UO74,Video,37340,1,213492,,,,,2,4.5,11,2,14.0,0.0,0.0,0.0,0.0
10378,10378,213492,B00005UO75,Video,21045,1,213491,,,,,2,5.0,14,2,11.0,0.0,0.0,0.0,0.0
10381,10381,213548,6303181945,Video,4544,5,485136,43900,537254,68530,476527,8,4.5,96,14,28.0,94.0,38.0,129.0,25.0
10382,10382,213591,6305276986,Video,22538,5,61886,352254,42279,126138,2970,31,3.5,75,7,31.0,37.0,43.0,28.0,20.0
10386,10386,213706,6303614752,Video,417,1,,316757,,,,13,4.5,70,6,0.0,50.0,0.0,0.0,0.0
10387,10387,213711,6304400683,Video,281,5,489117,66791,144982,139914,434252,4,5.0,15,8,26.0,27.0,20.0,88.0,24.0
10388,10388,213808,6302703794,Video,34513,2,403736,6799,,,,5,4.0,35,2,29.0,345.0,0.0,0.0,0.0
10390,10390,213820,6304263538,Video,16348,2,224123,449437,,,,30,5.0,97,4,203.0,123.0,0.0,0.0,0.0
10396,10396,213960,076783495X,Video,7303,1,,98761,,,,45,4.0,526,1,0.0,412.0,0.0,0.0,0.0
10398,10398,214080,630027148X,Video,4067,1,,498622,,,,16,4.0,64,2,0.0,68.0,0.0,0.0,0.0
10399,10399,214131,6301966651,Video,8027,2,,,,181835,348446,1,1.0,11,4,0.0,0.0,0.0,22.0,29.0
10402,10402,214182,6301257049,Video,30025,4,351014,,373072,6098,467609,8,4.0,11,4,107.0,0.0,125.0,94.0,103.0
10404,10404,214252,6303160093,Video,16820,5,519950,466032,244514,467329,19102,4,5.0,35,5,132.0,135.0,94.0,23.0,24.0
10406,10406,214265,6303168663,Video,27085,4,222332,,379808,279473,336953,7,5.0,73,8,78.0,0.0,19.0,128.0,61.0
10412,10412,214442,6303117716,Video,2435,4,,77952,232529,514720,387971,9,4.0,54,5,0.0,50.0,39.0,209.0,90.0
10416,10416,214648,0784017697,Video,7168,2,265851,,,537684,,19,3.0,55,3,334.0,0.0,0.0,305.0,0.0
10419,10419,214724,076700552X,Video,25283,3,444889,254678,285141,,,7,5.0,38,5,61.0,28.0,75.0,0.0,0.0
10425,10425,214810,B00006F7JQ,Video,38293,5,195341,106810,214813,129187,432745,2,5.0,3,7,16.0,43.0,9.0,145.0,1014.0
10426,10426,214813,B00006F7JP,Video,27978,4,106810,195341,,129187,214810,4,4.5,9,8,43.0,16.0,0.0,145.0,3.0
10429,10429,214918,6302923026,Video,4597,3,306732,422806,,,427553,5,4.0,46,3,80.0,54.0,0.0,0.0,17.0
10431,10431,214943,B00005AR4M,Video,5059,1,,,,,256889,7,4.5,25,1,0.0,0.0,0.0,0.0,0.0
10433,10433,214959,B00006I04A,Video,52275,1,,,363352,,,8,4.0,28,1,0.0,0.0,12.0,0.0,0.0
10434,10434,215006,6304034016,Video,3880,2,,,,211529,174900,2,4.5,28,4,0.0,0.0,0.0,59.0,14.0
10439,10439,215112,B00004Y7CU,Video,4609,5,216724,161938,201572,42687,277248,1,3.0,9,13,16.0,19.0,13.0,63.0,21.0
10453,10453,215189,076701717X,Video,464,1,,,,,109422,4,5.0,24,2,0.0,0.0,0.0,0.0,31.0
10455,10455,215249,6302572061,Video,6205,1,,,508417,,,17,4.5,47,1,0.0,0.0,44.0,0.0,0.0
10457,10457,215324,1573623806,Video,4386,2,151987,,,364019,,5,4.5,33,5,173.0,0.0,0.0,216.0,0.0
10458,10458,215331,6300257916,Video,9110,1,,,,,139670,1,5.0,2,4,0.0,0.0,0.0,0.0,20.0
10461,10461,215389,6303182658,Video,14507,5,217961,261777,242915,358001,96782,5,5.0,7,8,56.0,22.0,50.0,69.0,88.0
10464,10464,215458,B00006SFOP,Video,17560,4,296830,296813,107085,215462,,2,4.5,13,7,46.0,40.0,201.0,19.0,0.0
10465,10465,215462,B00006SFOQ,Video,10574,4,296830,107085,296813,,215458,1,5.0,19,9,46.0,201.0,40.0,0.0,13.0
10466,10466,215464,6301431243,Video,17340,2,,347029,,279689,,8,2.0,8,3,0.0,109.0,0.0,54.0,0.0
10470,10470,215565,B00003JRAP,Video,16005,1,488144,,,,,4,4.0,115,1,74.0,0.0,0.0,0.0,0.0
10479,10479,215767,B00005U15S,Video,4657,5,410927,289766,289765,410930,346403,0,0.0,0,8,14.0,0.0,0.0,16.0,1.0
10486,10486,215950,B000056EWJ,Video,15364,3,344892,65672,385859,,,4,5.0,44,4,1876.0,415.0,644.0,0.0,0.0
10487,10487,215969,6300200086,Video,8133,2,51724,,,,69884,6,4.5,109,19,45.0,0.0,0.0,0.0,9.0
10488,10488,215973,6303619932,Video,7917,3,,13276,71000,282818,,17,3.5,141,3,0.0,173.0,94.0,191.0,0.0
10489,10489,215991,6305564752,Video,11986,1,51525,,,,,2,5.0,0,1,34.0,0.0,0.0,0.0,0.0
10491,10491,216018,6304872410,Video,10188,3,459228,,163037,,459225,6,5.0,33,5,158.0,0.0,76.0,0.0,27.0
10492,10492,216019,1575238438,Video,23674,1,357967,,,,,2,5.0,12,2,0.0,0.0,0.0,0.0,0.0
10494,10494,216065,6305951756,Video,15076,4,280334,97129,,97128,16111,7,4.0,33,7,5.0,3.0,0.0,0.0,2.0
10498,10498,216122,B00004Y55R,Video,27907,1,376696,,,,,4,4.5,26,4,13.0,0.0,0.0,0.0,0.0
10500,10500,216163,6304293968,Video,4087,1,,183192,,,,14,4.0,33,4,0.0,31.0,0.0,0.0,0.0
10501,10501,216193,6303394116,Video,16417,5,144119,169887,169113,292744,55883,2,4.5,20,7,5.0,3.0,0.0,6.0,22.0
10503,10503,216213,6304696019,Video,5640,4,241859,399436,162295,879,,0,0.0,0,12,0.0,9.0,0.0,0.0,0.0
10504,10504,216221,6302484642,Video,30796,2,,384235,,310051,,1,5.0,2,6,0.0,0.0,0.0,7.0,0.0
10505,10505,216224,B00000K2TM,Video,7020,1,458937,,,,,32,3.5,236,1,131.0,0.0,0.0,0.0,0.0
10512,10512,216267,B00000F14D,Video,316,2,,471575,526981,,,6,5.0,61,3,0.0,23.0,123.0,0.0,0.0
10517,10517,216404,6304463235,Video,24477,4,367311,98462,,201469,12359,1,5.0,0,10,71.0,0.0,0.0,9.0,10.0
10518,10518,216445,B00005Y785,Video,22475,4,32818,32821,488157,,379180,10,4.5,34,12,42.0,65.0,46.0,0.0,35.0
10519,10519,216449,B00005Y784,Video,35374,5,173935,379065,278141,216445,465069,8,4.0,15,5,66.0,20.0,35.0,34.0,57.0
10520,10520,216460,1573307335,Video,13197,5,305279,208800,434506,161645,462355,0,0.0,0,8,0.0,1.0,0.0,22.0,6.0
10521,10521,216499,6302503787,Video,16872,4,,303724,25106,127380,10825,14,4.0,100,7,0.0,137.0,169.0,76.0,54.0
10529,10529,216625,6302457068,Video,42291,2,,,196566,,115271,7,4.0,44,6,0.0,0.0,41.0,0.0,36.0
10530,10530,216667,B00009AVA1,Video,32076,1,,,276845,,,2,4.5,14,1,0.0,0.0,61.0,0.0,0.0
10532,10532,216724,6304234007,Video,18717,5,252984,215112,277248,42687,161938,3,4.0,16,15,42.0,9.0,21.0,63.0,19.0
10534,10534,216741,B00000JKU4,Video,8425,3,248529,334784,329400,,,1,4.0,21,3,14.0,491.0,169.0,0.0,0.0
10541,10541,216870,6302939704,Video,3630,4,358808,,192310,488066,520526,22,5.0,170,17,52.0,0.0,19.0,23.0,21.0
10544,10544,216901,B000066CAA,Video,872,1,,,,32895,,28,4.0,300,3,0.0,0.0,0.0,33.0,0.0
10548,10548,216933,B00004KHDR,Video,10867,3,260699,323309,451755,,,0,0.0,0,6,7.0,24.0,5.0,0.0,0.0
10555,10555,217165,0970363303,Video,6349,3,,266701,385919,407440,,5,4.5,56,9,0.0,20.0,16.0,19.0,0.0
10565,10565,217257,0965381862,Video,53600,2,,332556,,524878,,2,5.0,17,2,0.0,28.0,0.0,139.0,0.0
10572,10572,217442,6304209320,Video,7985,3,410311,,524878,444980,,9,3.5,222,7,34.0,0.0,139.0,37.0,0.0
10582,10582,217787,6300180468,Video,26921,1,493850,,,,,2,4.0,10,2,76.0,0.0,0.0,0.0,0.0
10584,10584,217802,0767022076,Video,18688,1,435761,,,,,2,4.0,12,1,70.0,0.0,0.0,0.0,0.0
10587,10587,217868,6303589944,Video,34267,1,327640,,,,,5,4.5,20,2,37.0,0.0,0.0,0.0,0.0
10592,10592,217961,6303182615,Video,10391,5,242915,96782,261777,237050,215389,4,5.0,56,15,50.0,88.0,22.0,14.0,7.0
10597,10597,217989,0783220804,Video,14965,1,,192129,,,,8,5.0,31,1,0.0,404.0,0.0,0.0,0.0
10599,10599,218050,1565220161,Video,4524,4,51893,110946,126072,175837,,1,4.0,2,4,0.0,0.0,15.0,16.0,0.0
10600,10600,218080,157252250X,Video,17642,3,384587,,,18018,423194,16,4.0,126,5,220.0,0.0,0.0,42.0,79.0
10602,10602,218149,6301955013,Video,21111,3,77994,,,493548,523476,15,4.5,72,6,84.0,0.0,0.0,86.0,48.0
10603,10603,218263,6303585914,Video,21081,2,,,,81461,376325,2,5.0,16,3,0.0,0.0,0.0,299.0,140.0
10604,10604,218269,0307142485,Video,26756,2,,25106,,303724,,22,4.5,211,2,0.0,169.0,0.0,137.0,0.0
10610,10610,218492,0307143163,Video,45813,1,,,20223,,,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
10613,10613,218595,157492432X,Video,6107,1,,,,,185083,27,2.5,156,1,0.0,0.0,0.0,0.0,78.0
10614,10614,218602,0780020855,Video,1867,2,280127,,,,293126,7,4.5,19,3,40.0,0.0,0.0,0.0,174.0
10616,10616,218615,6301697294,Video,8710,4,284246,477035,446868,,93730,32,4.5,51,10,14.0,26.0,16.0,0.0,12.0
10618,10618,218629,6302719518,Video,46348,3,201024,,,473603,455351,3,4.5,3,7,11.0,0.0,0.0,5.0,4.0
10621,10621,218695,0790741997,Video,22950,3,,498622,303028,186054,,26,2.5,61,3,0.0,68.0,218.0,53.0,0.0
10622,10622,218733,0767816757,Video,13952,1,,,,295661,,87,4.0,643,1,0.0,0.0,0.0,85.0,0.0
10625,10625,218788,6301968018,Video,5881,2,,,,153731,469923,12,4.0,74,2,0.0,0.0,0.0,137.0,334.0
10630,10630,218877,630437187X,Video,18249,1,,,497025,,,3,4.5,72,1,0.0,0.0,68.0,0.0,0.0
10635,10635,218949,630458797X,Video,14638,1,,319409,,,,19,4.5,54,1,0.0,23.0,0.0,0.0,0.0
10636,10636,218970,6302994373,Video,27832,3,139831,,178487,,442444,0,0.0,0,4,0.0,0.0,21.0,0.0,18.0
10637,10637,218978,6303439330,Video,2593,5,229058,320968,345072,352497,105109,15,4.5,71,11,88.0,26.0,37.0,35.0,43.0
10638,10638,218987,1569381992,Video,6740,4,308916,371054,496138,435206,,3,4.5,14,8,42.0,53.0,18.0,25.0,0.0
10644,10644,219366,B00005U5T6,Video,11599,5,219370,54469,475886,155169,358448,1,5.0,2,9,39.0,19.0,34.0,234.0,17.0
10645,10645,219367,B00005U5T5,Video,17661,4,54469,475886,155169,358448,,3,3.5,6,9,19.0,34.0,234.0,17.0,0.0
10646,10646,219370,B00005U5T4,Video,1945,5,219367,155169,219366,54469,475886,6,4.5,39,10,6.0,234.0,2.0,19.0,34.0
10647,10647,219389,B000066BU2,Video,3614,1,,379249,,,,3,5.0,16,1,0.0,18.0,0.0,0.0,0.0
10648,10648,219404,6303536859,Video,7282,2,435300,230629,,,,30,5.0,128,9,396.0,111.0,0.0,0.0,0.0
10652,10652,219535,6302874912,Video,4336,2,,,11841,,155489,0,0.0,0,5,0.0,0.0,151.0,0.0,61.0
10653,10653,219583,1571324275,Video,15924,3,111794,508984,,,180,1,5.0,0,7,5.0,6.0,0.0,0.0,4.0
10655,10655,219649,0307554031,Video,23960,5,233695,444709,337981,499056,337976,1,5.0,2,9,18.0,18.0,2.0,0.0,0.0
10662,10662,219723,B00004YKQR,Video,17790,4,,289111,289104,239721,410284,6,5.0,14,4,0.0,43.0,40.0,35.0,25.0
10669,10669,220068,6302999731,Video,11043,4,258612,18164,165612,350884,,1,5.0,5,5,80.0,16.0,101.0,6.0,0.0
10671,10671,220084,6304747489,Video,17445,4,,325596,278920,17284,61148,1,5.0,5,14,0.0,0.0,6.0,6.0,2.0
10672,10672,220093,B000053UTM,Video,17338,4,,11986,331308,290692,245638,0,0.0,0,7,0.0,0.0,87.0,0.0,0.0
10675,10675,220145,630297383X,Video,649,1,,179916,,,,3,3.0,27,3,0.0,7.0,0.0,0.0,0.0
10688,10688,220537,6305434182,Video,36970,4,,323267,360130,347405,140924,2,5.0,7,9,0.0,4.0,33.0,1.0,22.0
10697,10697,220707,6302503493,Video,3647,1,376104,,,,,75,4.5,415,7,276.0,0.0,0.0,0.0,0.0
10702,10702,220977,079074127X,Video,2968,2,,,187300,427956,,1,5.0,37,6,0.0,0.0,74.0,82.0,0.0
10706,10706,221146,6303050107,Video,13820,4,,174363,348369,276573,517735,7,4.5,48,6,0.0,34.0,45.0,43.0,63.0
10708,10708,221237,B00005R2CI,Video,4517,4,,221240,496775,295529,479010,3,3.5,16,5,0.0,19.0,39.0,11.0,303.0
10709,10709,221240,B00005R2CJ,Video,21299,2,221237,,,320910,,3,3.5,19,4,16.0,0.0,0.0,63.0,0.0
10714,10714,221322,6303186874,Video,36290,5,371499,169134,194179,427544,530587,41,5.0,596,10,23.0,11.0,23.0,18.0,6.0
10716,10716,221417,630237426X,Video,3198,1,348920,,,,,22,4.5,89,8,151.0,0.0,0.0,0.0,0.0
10717,10717,221452,6304821867,Video,18535,5,353930,288400,132273,518165,329769,3,5.0,6,8,0.0,7.0,28.0,101.0,0.0
10721,10721,221540,6300216012,Video,5724,4,410952,526857,,356392,365596,18,4.5,116,8,43.0,40.0,0.0,62.0,260.0
10729,10729,221703,B00000EZUD,Video,29115,3,441619,426844,366522,,,4,3.0,3,5,953.0,0.0,14.0,0.0,0.0
10732,10732,221801,B00002AFV7,Video,25126,4,313801,189286,28513,,342330,90,4.5,266,9,97.0,58.0,43.0,0.0,41.0
10733,10733,221809,B00002AFVF,Video,32542,2,,,385737,,507541,3,5.0,2,5,0.0,0.0,0.0,0.0,9.0
10734,10734,221815,B00002AFVD,Video,28240,2,,,221809,507541,,3,5.0,17,3,0.0,0.0,2.0,9.0,0.0
10735,10735,221820,B00002AFVK,Video,24236,1,,,,,379157,18,4.0,76,1,0.0,0.0,0.0,0.0,4.0
10736,10736,221825,B00002AFVR,Video,17894,2,175776,,,190231,,2,4.5,36,2,51.0,0.0,0.0,0.0,0.0
10739,10739,221854,1560395931,Video,30826,4,463401,298246,,368526,235485,0,0.0,0,7,7.0,0.0,0.0,2.0,8.0
10740,10740,221878,6304586442,Video,10472,4,496271,6799,,268967,300731,18,4.5,180,4,139.0,345.0,0.0,0.0,315.0
10741,10741,221886,6302344891,Video,11295,5,131559,76546,282108,227003,538739,4,4.5,38,6,64.0,61.0,148.0,62.0,16.0
10745,10745,222047,6304177011,Video,13771,4,166267,483624,,70924,36535,1,5.0,0,4,30.0,98.0,0.0,11.0,0.0
10746,10746,222122,0800186117,Video,12770,1,,,479136,,,34,3.5,102,2,0.0,0.0,22.0,0.0,0.0
10748,10748,222178,6303410162,Video,10446,5,329470,109204,59771,408058,35284,2,4.5,29,14,14.0,10.0,24.0,33.0,22.0
10749,10749,222196,6304154267,Video,17233,3,88112,88113,538183,,,11,5.0,64,3,85.0,45.0,38.0,0.0,0.0
10751,10751,222277,6304197128,Video,27254,3,472754,,401639,44345,,4,5.0,27,5,36.0,0.0,39.0,7.0,0.0
10752,10752,222322,6302492009,Video,6211,1,,,,,292533,20,4.5,51,2,0.0,0.0,0.0,0.0,110.0
10753,10753,222332,6302263921,Video,23907,2,214265,,379808,,,7,5.0,78,6,73.0,0.0,19.0,0.0,0.0
10757,10757,222415,6304462875,Video,17371,4,247373,42654,,526221,301278,4,4.5,42,9,19.0,3.0,0.0,57.0,75.0
10758,10758,222430,1890320110,Video,4350,4,415215,247318,319279,391418,,1,5.0,14,9,390.0,0.0,17.0,55.0,0.0
10760,10760,222477,6303250874,Video,11849,4,887,,507659,67256,527759,18,5.0,134,4,110.0,0.0,109.0,3407.0,259.0
10761,10761,222483,6303477143,Video,7635,1,,,,13158,,11,5.0,73,4,0.0,0.0,0.0,76.0,0.0
10765,10765,222584,6303144454,Video,2101,5,419009,247467,485105,491554,203633,23,4.5,131,5,149.0,86.0,76.0,223.0,47.0
10767,10767,222678,0970328710,Video,23724,4,234203,37094,,345127,319299,11,4.0,119,8,253.0,51.0,0.0,109.0,44.0
10768,10768,222695,630538780X,Video,7814,1,269728,,,,,3,4.5,3,2,2.0,0.0,0.0,0.0,0.0
10773,10773,222854,B00005LC18,Video,9288,1,,,,,532440,26,4.5,148,1,0.0,0.0,0.0,0.0,74.0
10781,10781,222941,B00004WG8Z,Video,3197,4,97057,83892,510551,119643,,3,5.0,40,8,22.0,78.0,97.0,94.0,0.0
10792,10792,223311,6303937004,Video,17637,2,407565,518316,,,,2,5.0,17,4,15.0,6.0,0.0,0.0,0.0
10794,10794,223582,6303953328,Video,18746,4,272914,151477,71,176580,,2,5.0,20,9,12.0,32.0,29.0,2.0,0.0
10796,10796,223701,0307142477,Video,22853,3,127380,303724,25106,,,17,2.5,59,4,76.0,137.0,169.0,0.0,0.0
10798,10798,223767,6304308485,Video,19553,4,134247,,458567,306262,171553,2,4.5,1,11,0.0,0.0,9.0,0.0,0.0
10800,10800,223821,1572523719,Video,8249,1,,,,,371240,7,4.0,67,1,0.0,0.0,0.0,0.0,23.0
10802,10802,223852,B00005O6YB,Video,30610,3,136677,385610,374706,,,2,4.5,17,4,739.0,1339.0,66.0,0.0,0.0
10809,10809,224015,630439117X,Video,3014,5,18330,26457,203225,123968,95590,5,3.0,31,13,51.0,32.0,174.0,97.0,12.0
10810,10810,224016,6302697719,Video,8753,3,65176,248835,,260707,,5,5.0,27,6,4.0,6.0,0.0,9.0,0.0
10818,10818,224112,6301965957,Video,189,1,,,,,391290,20,4.5,168,3,0.0,0.0,0.0,0.0,74.0
10820,10820,224123,B00002NDLX,Video,2020,2,213820,449437,,,,22,4.5,203,4,97.0,123.0,0.0,0.0,0.0
10822,10822,224126,B0000687KY,Video,12853,4,260922,306181,224127,260924,,0,0.0,0,10,21.0,0.0,0.0,59.0,0.0
10823,10823,224127,B0000687KZ,Video,13789,4,306181,260922,224126,260924,,0,0.0,0,9,0.0,21.0,0.0,59.0,0.0
10824,10824,224131,B0000687KR,Video,8029,2,,213002,337556,,,2,5.0,36,5,0.0,49.0,38.0,0.0,0.0
10828,10828,224138,6304474075,Video,29636,3,500702,,,108462,527342,1,4.0,4,4,10.0,0.0,0.0,5.0,8.0
10835,10835,224287,B00004U3VR,Video,33063,4,,443914,346407,209439,295438,13,4.5,54,5,0.0,98.0,6.0,51.0,5.0
10845,10845,224605,1568553242,Video,1086,2,39193,178504,,,,3,5.0,30,10,50.0,0.0,0.0,0.0,0.0
10846,10846,224614,6304061234,Video,629,2,377647,,497025,,,26,3.0,167,7,196.0,0.0,68.0,0.0,0.0
10847,10847,224648,630271544X,Video,11502,1,538739,,,,,4,4.0,10,1,16.0,0.0,0.0,0.0,0.0
10849,10849,224708,B000051S71,Video,43202,3,117571,43469,224709,,,2,3.5,25,4,123.0,35.0,27.0,0.0,0.0
10850,10850,224709,B000051S73,Video,31636,3,117571,43469,224708,,,8,4.0,27,7,123.0,35.0,25.0,0.0,0.0
10857,10857,224848,B0000639I4,Video,72331,3,283928,,,268061,228469,17,3.5,66,3,96.0,0.0,0.0,278.0,76.0
10858,10858,224853,6300215474,Video,22507,3,503415,377295,,333376,,5,4.5,8,9,27.0,15.0,0.0,41.0,0.0
10862,10862,224911,B00007AJJ9,Video,42626,3,303137,,,147159,531404,11,5.0,19,3,52.0,0.0,0.0,14.0,8.0
10866,10866,224939,B00007AJJG,Video,53223,5,7646,313220,427724,111698,263318,2,4.5,10,5,6.0,15.0,83.0,60.0,49.0
10870,10870,225019,0738921505,Video,18594,2,125289,258142,,,,4,4.0,8,4,0.0,1.0,0.0,0.0,0.0
10874,10874,225045,6301858727,Video,6695,1,,,116383,,,5,3.5,42,1,0.0,0.0,49.0,0.0,0.0
10875,10875,225076,B00008OM65,Video,15701,1,,419968,,,,6,4.5,29,3,0.0,51.0,0.0,0.0,0.0
10877,10877,225150,0790731398,Video,3943,5,511242,435390,459562,315486,136268,2,5.0,9,12,34.0,1.0,46.0,21.0,25.0
10880,10880,225236,B00005O897,Video,22735,1,190030,,,,,1,4.0,1,3,4.0,0.0,0.0,0.0,0.0
10881,10881,225237,B00005O896,Video,13814,2,225236,190030,,,,2,4.5,5,2,1.0,4.0,0.0,0.0,0.0
10882,10882,225238,B00005O895,Video,9931,1,,,69116,,,8,4.5,50,10,0.0,0.0,0.0,0.0,0.0
10883,10883,225258,6303923453,Video,10057,5,463022,508408,502170,114294,42613,25,3.0,116,10,295.0,126.0,221.0,120.0,149.0
