,nodeId,Id,ASIN,group,salesrank,totalSimilar,s1,s2,s3,s4,s5,totalReview,avgRate,totalVote,visited,v1,v2,v3,v4,v5
10808,10808,298084,B00005JL3W,DVD,3067,2,,536560,,,545385,124,5.0,323,4,,328.0,,,5.0
10809,10809,298455,B000051S2P,DVD,46696,3,,240255,16168,,547341,3,4.5,10,3,,199.0,31.0,,125.0
10810,10810,298456,B00006II6N,DVD,12120,2,44517,453368,,,,50,4.0,502,8,479.0,425.0,,,
10811,10811,298799,6305621489,DVD,51842,5,545161,467201,95736,104838,214868,7,3.5,13,5,173.0,402.0,17.0,3.0,12.0
10812,10812,298882,6304723172,DVD,15411,5,235548,340668,540270,494496,145072,19,3.5,59,8,186.0,9.0,174.0,40.0,54.0
10814,10814,299237,B00004U0D5,DVD,14377,2,,544236,,,547688,7,3.5,44,2,,499.0,,,255.0
10815,10815,299342,B00004WMG0,DVD,12378,4,199937,51921,,187905,272071,24,4.0,213,8,101.0,202.0,,322.0,136.0
10816,10816,299389,B00004WMGQ,DVD,31958,1,,64096,,,,10,5.0,156,1,,150.0,,,
10817,10817,299520,1929795203,DVD,48012,1,89250,,,,,0,0.0,0,1,0.0,,,,
10818,10818,299573,B0000897CB,DVD,27150,1,445739,,,,,5,4.0,77,2,594.0,,,,
10819,10819,299724,6305241155,DVD,39440,5,112723,283142,399053,373719,94089,27,3.5,60,9,160.0,10.0,26.0,736.0,18.0
10820,10820,299784,6305362688,DVD,15730,4,537193,498851,528531,,535949,50,4.0,378,8,176.0,81.0,27.0,,167.0
10822,10822,299974,6305971293,DVD,12077,3,545391,548157,546129,,,219,3.5,300,3,0.0,409.0,1359.0,,
10823,10823,300316,6305156441,DVD,42157,2,,,437561,468143,,37,4.0,150,2,,,1952.0,2645.0,
10824,10824,300616,6305622930,DVD,23484,5,544909,252521,545481,473255,96547,170,4.5,884,5,966.0,633.0,1024.0,609.0,272.0
10825,10825,300729,B00006G8JF,DVD,23293,5,547338,258474,185264,203649,546107,0,0.0,0,5,230.0,28.0,626.0,472.0,2794.0
10827,10827,301007,B00006IUJ2,DVD,38845,3,,171964,,408166,215486,2,5.0,17,5,,20.0,,145.0,28.0
10828,10828,301009,B00006IUJ1,DVD,26586,5,171961,171965,386216,505315,171962,4,4.5,31,13,10.0,41.0,22.0,15.0,34.0
10829,10829,301010,B00006IUJ6,DVD,29314,3,401450,,,166626,432514,4,3.5,33,4,188.0,,,426.0,35.0
10830,10830,301012,B00006IUJ5,DVD,11209,5,354767,343633,22430,367806,150062,113,4.5,868,11,1253.0,337.0,674.0,287.0,304.0
10831,10831,301015,B0000542DJ,DVD,27036,4,20180,544852,,103734,188970,243,4.0,2307,4,632.0,1152.0,,794.0,1426.0
10832,10832,301017,B0000542DB,DVD,40191,3,,42360,,191031,137588,13,4.0,141,3,,62.0,,78.0,112.0
10833,10833,301020,B0000542DE,DVD,12220,5,216977,196075,222156,257457,281140,68,3.5,170,15,191.0,34.0,76.0,18.0,57.0
10834,10834,301022,B00006IUJR,DVD,21896,2,324729,,,544551,,6,5.0,24,3,4.0,,,689.0,
10835,10835,301027,B00006IUJU,DVD,1371,4,548182,95716,545385,,543130,19,4.5,268,7,946.0,289.0,5.0,,355.0
10836,10836,301103,6305415331,DVD,38024,2,,,293777,316208,,14,2.5,101,2,,,78.0,566.0,
10837,10837,301203,B000083C4M,DVD,47856,2,,,,48591,135368,3,2.5,14,2,,,,88.0,166.0
10838,10838,301276,B00008H2I9,DVD,6025,2,451735,545915,,,,47,4.5,369,4,37.0,191.0,,,
10839,10839,301281,1578004861,DVD,22738,2,232406,535295,,,,46,4.0,406,2,114.0,111.0,,,
10840,10840,301291,B000056KN5,DVD,28064,5,162153,529800,480752,480394,120382,6,4.0,52,10,49.0,102.0,116.0,37.0,86.0
10841,10841,301293,B000056KN0,DVD,28055,3,174860,,378647,,350896,17,4.5,85,3,28.0,,134.0,,64.0
10844,10844,302065,B000067FPE,DVD,2136,3,538522,,,543041,543684,37,4.5,451,7,190.0,,,93.0,143.0
10845,10845,302067,B000067FPH,DVD,33064,2,,,538525,,538526,14,4.0,37,6,,,38.0,,56.0
10846,10846,302175,B00004W3HG,DVD,8480,2,245763,267892,,,,48,4.0,291,10,60.0,202.0,,,
10847,10847,302176,B00004W3HF,DVD,6353,1,,11148,,,,41,4.5,271,3,,108.0,,,
10848,10848,302178,B00004W3HE,DVD,6611,4,548387,544689,,547517,96553,52,4.0,293,9,269.0,456.0,,295.0,794.0
10849,10849,302492,B00005KH49,DVD,22490,5,47074,125188,105970,103735,103739,24,4.5,115,13,72.0,137.0,452.0,135.0,60.0
10851,10851,302689,B000050IM4,DVD,41975,2,293479,444206,,,,4,3.5,11,4,0.0,8.0,,,
10852,10852,302882,6305669252,DVD,12028,2,,,64738,,272283,3,4.0,16,2,,,56.0,,108.0
10853,10853,303215,6305473188,DVD,33847,2,438954,,,,546085,3,3.5,96,3,17.0,,,,138.0
10854,10854,303800,B00005MEOU,DVD,7632,4,546099,546103,54620,,180648,40,4.0,178,8,599.0,326.0,230.0,,315.0
10859,10859,304513,B00005RIWW,DVD,21421,3,67533,67531,,537181,,6,5.0,20,6,38.0,12.0,,48.0,
10860,10860,304515,B00005RIWV,DVD,26801,5,8213,235928,43554,337511,213124,22,4.5,186,11,108.0,77.0,77.0,21.0,471.0
10861,10861,304519,B00005RIWY,DVD,31629,3,349359,33437,33420,,,9,4.5,43,5,24.0,70.0,143.0,,
10862,10862,304520,B00005RIWX,DVD,21647,4,528573,,152095,545904,480759,14,4.5,108,8,292.0,,182.0,292.0,689.0
10863,10863,304521,B00000J2KT,DVD,17564,4,188970,49143,20093,,250903,354,4.0,1529,4,1426.0,1766.0,748.0,,4098.0
10864,10864,304525,B00000J2KP,DVD,13810,5,545523,235687,545235,184382,166709,673,4.0,5494,5,966.0,2084.0,5560.0,3429.0,956.0
10865,10865,304526,B00000J2KX,DVD,31342,5,184382,32132,59459,547500,546021,610,4.0,2295,5,3429.0,2201.0,764.0,785.0,1332.0
10866,10866,304581,B000059H8J,DVD,29210,1,15730,,,,,6,3.5,47,2,141.0,,,,
10867,10867,304582,B000059H8K,DVD,37802,2,79767,,,213631,,17,2.0,62,3,113.0,,,116.0,
10868,10868,304584,B000059H8H,DVD,26632,3,154072,333187,194504,,,19,3.5,255,4,123.0,164.0,107.0,,
10869,10869,304585,B000059H8I,DVD,31561,5,218931,79815,215445,290189,32211,7,3.5,95,7,56.0,19.0,19.0,17.0,33.0
10870,10870,304587,B000059H8C,DVD,13605,5,464059,327428,450343,118198,246006,5,4.0,44,18,42.0,6.0,31.0,24.0,14.0
10871,10871,304588,B000059H8O,DVD,36707,1,,,,,527959,3,4.5,18,1,,,,,85.0
10872,10872,304590,B000059H8G,DVD,21245,5,450345,256025,109209,177091,54811,4,5.0,23,10,14.0,8.0,38.0,7.0,32.0
10873,10873,304591,B000059H8D,DVD,33517,3,,246009,538442,,215445,1,5.0,1,7,,11.0,3.0,,19.0
10874,10874,304592,B000059H8E,DVD,35050,4,,133398,150649,135595,271806,1,4.0,16,4,,29.0,38.0,35.0,69.0
10875,10875,304595,B000059H8A,DVD,33162,1,,383908,,,,8,4.0,50,2,,117.0,,,
10876,10876,304613,B000059H83,DVD,45855,2,,,399967,,364620,1,4.0,0,2,,,10.0,,17.0
10877,10877,304614,B000059H89,DVD,31076,2,533601,275804,,,,3,4.5,7,2,45.0,89.0,,,
10878,10878,304615,B000059H80,DVD,38604,1,402107,,,,,4,5.0,20,2,127.0,,,,
10880,10880,304620,B000059H85,DVD,14136,5,218822,547827,241924,208249,28289,8,3.5,43,9,178.0,43.0,35.0,249.0,68.0
10881,10881,304644,B0000694YZ,DVD,32285,4,543894,544075,542885,,101256,4,2.5,34,4,9.0,21.0,29.0,,83.0
10882,10882,304668,B00008PHD0,DVD,11224,1,,,,,57136,2,4.0,0,3,,,,,17.0
10884,10884,304840,B00007AKJI,DVD,51887,1,,,71776,,,0,0.0,0,2,,,0.0,,
10885,10885,304841,B00007AKJH,DVD,43365,2,304840,71776,,,,2,5.0,0,3,0.0,0.0,,,
10887,10887,305377,B000056VPF,DVD,38393,1,,,,,152093,0,0.0,0,2,,,,,3.0
10889,10889,305912,B00005J767,DVD,35913,2,,544661,,,255221,21,3.0,51,4,,62.0,,,32.0
10890,10890,305918,B00008O31P,DVD,38363,1,392026,,,,,3,4.5,18,3,10.0,,,,
10892,10892,306889,B00005PJ8W,DVD,8262,2,440590,,,,528709,51,4.5,178,3,722.0,,,,383.0
10893,10893,307312,B00001W9G1,DVD,36948,3,,,45853,79136,127108,7,4.0,63,3,,,34.0,13.0,33.0
10895,10895,307480,B00004TJG8,DVD,36760,1,,,,,437561,39,4.5,110,1,,,,,1952.0
10897,10897,307730,B00008J7OR,DVD,57576,1,,,258073,,,0,0.0,0,1,,,225.0,,
10899,10899,307994,B0000640WG,DVD,32533,2,,,,264679,92791,0,0.0,0,2,,,,403.0,449.0
10900,10900,308145,B00004U3GN,DVD,36009,1,,,494555,,,10,3.5,106,1,,,52.0,,
10902,10902,308268,B00007BHOE,DVD,10877,1,,,546914,,,97,5.0,343,12,,,32.0,,
10903,10903,308588,B000059S0L,DVD,42536,3,271529,139362,337512,,,10,4.5,31,6,5.0,19.0,6.0,,
10904,10904,308589,B000059S0N,DVD,42156,4,,322440,318703,510862,35842,93,4.5,217,4,,135.0,50.0,28.0,28.0
10905,10905,308851,B00005NSXZ,DVD,49203,2,290773,545524,,,,8,2.5,36,2,65.0,135.0,,,
10907,10907,309082,B00006FMDV,DVD,15785,4,530643,538982,,528562,237034,70,4.0,415,9,768.0,710.0,,592.0,415.0
10908,10908,309137,B00004STJ1,DVD,51507,3,,501256,125433,,257360,0,0.0,0,3,,27.0,7.0,,26.0
10909,10909,309406,B0000798EY,DVD,3532,1,,120422,,,,82,4.5,786,3,,1875.0,,,
10910,10910,309768,6305340528,DVD,13256,3,12631,542969,150083,,,14,4.0,129,3,771.0,571.0,93.0,,
10911,10911,309978,6304852657,DVD,45499,3,37947,,,169252,545465,9,4.0,26,5,10.0,,,23.0,12.0
10912,10912,310370,0767028627,DVD,11026,1,47084,,,,,7,4.5,89,1,110.0,,,,
10913,10913,310471,0788814664,DVD,28821,3,544508,54146,,547272,,355,4.0,1859,3,964.0,705.0,,3318.0,
10915,10915,310801,B00005NNSY,DVD,30366,3,532624,250904,,,271806,7,4.5,78,6,25.0,38.0,,,69.0
10917,10917,311120,B000059XTX,DVD,17596,3,68383,,,546680,4282,2,3.5,25,5,382.0,,,640.0,303.0
10918,10918,311121,B000059XTU,DVD,38288,3,149811,,311123,,311120,0,0.0,0,4,353.0,,77.0,,25.0
10919,10919,311123,B000059XTS,DVD,46492,2,,99948,,,311121,6,1.5,77,3,,153.0,,,0.0
10920,10920,311124,B000059XTP,DVD,28410,2,546680,243953,,,,4,2.0,46,2,640.0,716.0,,,
10921,10921,311125,B000059XTO,DVD,38798,2,311126,,311127,,,3,3.5,9,3,23.0,,213.0,,
10922,10922,311126,B000059XTN,DVD,37787,1,,,311125,,,8,3.5,23,2,,,9.0,,
10923,10923,311127,B000059XTM,DVD,23106,3,,,545963,542969,211267,25,3.0,213,4,,,1333.0,571.0,959.0
10924,10924,311213,6305748772,DVD,11047,3,538432,,,542267,543675,10,3.5,106,11,518.0,,,155.0,110.0
10926,10926,311602,6305609969,DVD,7099,2,,,86115,174530,,49,4.5,305,4,,,109.0,2085.0,
10927,10927,311681,B00005OM5L,DVD,8244,3,,545098,247910,,546121,42,5.0,241,9,,274.0,149.0,,387.0
10928,10928,311685,B00005OM5N,DVD,40726,2,253944,,,201553,,33,4.5,127,2,180.0,,,66.0,
10929,10929,312331,B00005RCD7,DVD,21815,3,349602,,,103784,477753,6,3.0,78,4,261.0,,,246.0,360.0
10930,10930,312607,B00005AAA3,DVD,43598,5,170810,365559,547277,546420,547871,4,2.5,70,6,5.0,5.0,149.0,33.0,41.0
10931,10931,312669,B00008977Z,DVD,10986,1,,,,,244796,2,5.0,23,4,,,,,155.0
10932,10932,312714,B000069509,DVD,30817,2,247520,426208,,,,1,5.0,5,2,113.0,18.0,,,
10933,10933,312917,B0000844KS,DVD,39132,2,212988,542299,,,,0,0.0,0,3,136.0,231.0,,,
10934,10934,312919,B0000844KR,DVD,37718,5,212988,347996,542299,103782,20594,0,0.0,0,7,136.0,2.0,231.0,28.0,468.0
10935,10935,312921,B0000844KU,DVD,36928,5,451296,271618,520371,29733,297425,2,4.5,7,11,10.0,9.0,14.0,8.0,38.0
10936,10936,312922,B0000844KV,DVD,39036,5,451296,271618,29733,520371,297425,3,5.0,3,12,10.0,9.0,8.0,14.0,38.0
10938,10938,312935,B00007H24I,DVD,28678,3,413901,248819,,,547947,9,3.0,88,7,53.0,48.0,,,143.0
10939,10939,312936,B00007H24F,DVD,39678,2,228841,,,542785,,16,5.0,56,2,137.0,,,748.0,
10940,10940,312959,B0000844K0,DVD,23729,3,399624,319828,,,244790,117,4.0,503,9,369.0,336.0,,,412.0
10941,10941,312961,B0000844K2,DVD,28079,1,,,,,93432,5,4.0,17,1,,,,,1340.0
10943,10943,313017,B000054P96,DVD,29392,1,,,,12631,,1,4.0,36,1,,,,771.0,
10944,10944,313018,B000054P94,DVD,52192,1,46175,,,,,2,4.0,10,1,300.0,,,,
10946,10946,313116,B00003G4J4,DVD,59395,2,,212010,,,61779,12,3.0,88,2,,26.0,,,116.0
10947,10947,313234,B00004REA8,DVD,50443,4,545762,44797,30127,20481,,14,4.0,51,4,126.0,39.0,228.0,86.0,
10948,10948,313269,B00004REAG,DVD,23368,5,547486,255934,547881,265822,544390,8,4.5,51,7,388.0,133.0,125.0,52.0,1152.0
10949,10949,313570,B00001PE59,DVD,1026,2,,85686,,,67874,187,5.0,445,8,,250.0,,,172.0
10950,10950,313802,B00004YZEO,DVD,45143,2,274275,,162346,,,8,4.5,62,4,46.0,,92.0,,
10951,10951,313803,B00004YZEN,DVD,20949,3,546323,,46175,118136,,95,4.0,710,3,250.0,,300.0,255.0,
10952,10952,313806,B00004YZEM,DVD,9985,2,153823,547561,,,,28,4.5,128,16,53.0,84.0,,,
10953,10953,313896,1572527242,DVD,22084,4,,245804,513074,123216,36433,12,4.5,139,7,,153.0,134.0,164.0,154.0
10956,10956,313910,B00005JXYP,DVD,42636,2,,,338005,239415,,4,3.0,28,2,,,35.0,36.0,
10957,10957,313916,B00005LC5C,DVD,33434,3,544608,,34197,,235687,2,3.0,33,4,37.0,,112.0,,2084.0
10958,10958,313917,B00005LC5A,DVD,48157,2,238620,,,213631,,18,4.0,55,2,44.0,,,116.0,
10959,10959,313918,B00005LC5B,DVD,37979,3,537295,,211267,543584,,2,2.0,19,3,138.0,,959.0,84.0,
10962,10962,313938,B00005LC58,DVD,45758,2,542248,,238619,,,15,4.5,44,2,57.0,,20.0,,
10963,10963,313944,B00005LC56,DVD,45295,4,97141,82787,82789,,253189,2,5.0,6,9,34.0,10.0,12.0,,15.0
10964,10964,313950,B00005JXY5,DVD,19921,1,501256,,,,,26,3.5,197,1,27.0,,,,
10966,10966,313954,B00005JXY8,DVD,45623,5,256660,498193,14076,352553,33191,19,3.5,76,9,41.0,35.0,278.0,672.0,38.0
10970,10970,313961,B00006SFLL,DVD,20278,5,403902,105361,424733,488456,384613,29,5.0,156,9,104.0,65.0,129.0,55.0,72.0
10972,10972,313973,B00006SFLV,DVD,3936,2,546577,,,372386,,106,4.5,989,3,365.0,,,523.0,
10973,10973,313974,B00005LDCH,DVD,17161,3,500859,467565,243707,,,20,4.5,76,4,13.0,58.0,36.0,,
10974,10974,314003,B00006SFL1,DVD,24279,4,542229,545550,542909,,94237,16,4.5,70,4,270.0,390.0,1054.0,,134.0
10976,10976,314293,0783238835,DVD,45706,3,266300,546775,546982,,,4,5.0,31,3,35.0,129.0,170.0,,
10977,10977,314414,B000065CF6,DVD,27397,5,139131,139138,139139,139136,139135,0,0.0,0,6,43.0,58.0,10.0,0.0,0.0
10978,10978,314697,1573306924,DVD,31363,4,418246,186050,97121,152102,,3,4.0,45,13,163.0,82.0,60.0,12.0,
10979,10979,314931,6305186642,DVD,39527,3,258256,547241,401450,,,8,5.0,35,3,29.0,56.0,188.0,,
10980,10980,315020,B000009OS5,DVD,48333,4,270309,545391,548157,546129,,235,4.0,320,4,495.0,0.0,409.0,1359.0,
10981,10981,315056,B00008976I,DVD,30177,5,247921,247919,295433,295427,524701,2,4.5,8,10,25.0,12.0,8.0,15.0,4.0
10982,10982,315088,B00008976G,DVD,30438,5,315056,295433,247921,295427,247919,2,5.0,10,8,8.0,8.0,25.0,15.0,12.0
10985,10985,315467,B00005A78O,DVD,23726,3,,,489196,359878,246007,4,5.0,32,3,,,96.0,133.0,75.0
10986,10986,315857,B00000IMD4,DVD,38312,4,35172,128782,,487271,241496,7,4.0,26,7,29.0,9.0,,298.0,126.0
10987,10987,316044,6305071470,DVD,34504,2,104583,88909,,,,7,2.5,36,4,146.0,47.0,,,
10990,10990,316530,B00006G8HG,DVD,50429,1,,,547234,,,5,3.0,8,1,,,77.0,,
10991,10991,316532,B00006G8HE,DVD,7343,5,201011,144905,227716,548100,144895,38,4.5,715,7,158.0,47.0,316.0,524.0,132.0
10992,10992,316536,B00006G8HN,DVD,31968,3,,208386,521426,233208,,3,4.5,10,9,,10.0,49.0,0.0,
10993,10993,316538,B00006G8HK,DVD,27793,1,,,,514628,,10,4.0,54,1,,,,191.0,
10994,10994,316539,B00006G8HI,DVD,28298,3,327429,,394491,,337560,6,5.0,61,4,226.0,,67.0,,97.0
10995,10995,316580,B00006G8H4,DVD,10671,4,21298,124984,,533636,44180,20,4.0,75,6,296.0,196.0,,76.0,253.0
10996,10996,316581,B00006G8H3,DVD,9352,3,281210,268600,,538521,,34,4.5,147,7,226.0,130.0,,204.0,
10997,10997,316842,1572524081,DVD,29156,5,64729,85268,547788,105474,536654,3,4.0,35,6,120.0,216.0,59.0,293.0,85.0
10998,10998,316868,B0000897B6,DVD,24470,2,,543746,,148670,,5,3.0,16,2,,23.0,,77.0,
10999,10999,316873,B0000897B7,DVD,11205,3,316877,80594,1679,,,3,4.0,13,7,34.0,231.0,191.0,,
11000,11000,316877,B0000897B9,DVD,24075,3,316873,80594,,1679,,5,5.0,34,5,13.0,231.0,,191.0,
11002,11002,317183,B00005OLB5,DVD,32321,5,262823,174860,349007,363739,363738,0,0.0,0,6,166.0,28.0,0.0,0.0,0.0
11003,11003,317184,B00005OLB4,DVD,25661,5,363738,317183,363739,262823,349007,4,4.0,3,5,0.0,0.0,0.0,166.0,0.0
11004,11004,317210,B00005OLBC,DVD,5639,3,,,259819,490827,548389,38,4.5,352,6,,,1087.0,777.0,338.0
11005,11005,317332,B000068WS7,DVD,1044,3,,317333,191704,,545425,43,4.0,542,8,,101.0,140.0,,47.0
11006,11006,317333,B000068WS9,DVD,11249,2,317332,424722,,,,5,4.5,101,4,542.0,11.0,,,
11007,11007,317479,B00005R5H4,DVD,28017,5,254134,255997,343691,229174,546801,0,0.0,0,5,888.0,447.0,54.0,129.0,817.0
11008,11008,317481,B00005R5H7,DVD,30213,5,75023,271806,408161,150649,338571,8,4.5,64,16,7.0,69.0,13.0,38.0,15.0
11009,11009,317483,B00005R5H2,DVD,55899,3,53127,210916,,,546667,4,4.5,28,3,95.0,258.0,,,149.0
11010,11010,317485,B00005R5H8,DVD,10320,1,,,,329362,,6,4.5,21,3,,,,41.0,
11011,11011,317486,B00005R5H9,DVD,20746,4,135595,343691,265807,,343689,7,3.5,61,5,35.0,54.0,10.0,,100.0
11012,11012,317530,B00005R5HF,DVD,34748,2,,547174,144918,,,6,3.0,62,2,,622.0,63.0,,
11013,11013,317532,B00005R5HB,DVD,28761,4,271806,20616,408167,,75023,2,4.0,15,7,69.0,31.0,2.0,,7.0
11016,11016,317967,0783230745,DVD,44427,4,188970,285814,,535169,538240,66,4.0,393,4,1426.0,308.0,,1546.0,1542.0
11017,11017,318011,B0000897DC,DVD,33063,1,264647,,,,,9,4.5,79,1,161.0,,,,
11019,11019,318522,B000096I9M,DVD,13120,4,352908,12631,336951,,331915,14,3.5,309,8,92.0,771.0,48.0,,2664.0
11020,11020,318594,B00004STTW,DVD,34768,3,239409,,,134400,450345,0,0.0,0,6,23.0,,,97.0,14.0
11021,11021,318680,B00005BJE2,DVD,20291,2,318682,97972,,,,11,4.5,74,4,49.0,85.0,,,
11022,11022,318682,B00005BJE1,DVD,37241,1,97972,,,,,5,4.0,49,3,85.0,,,,
11024,11024,318701,B00005BJEF,DVD,20783,5,100817,472165,233650,527271,248063,88,4.0,496,10,86.0,105.0,67.0,112.0,65.0
11025,11025,318703,B00005BJEB,DVD,33563,5,531134,106643,35842,322440,346708,17,4.5,50,16,15.0,21.0,28.0,135.0,217.0
11027,11027,318797,B000066E8E,DVD,19888,2,,517134,,386535,,8,4.5,31,5,,28.0,,3.0,
11029,11029,319201,B00008AOR4,DVD,9079,4,514628,,394495,327582,49589,18,4.5,138,13,191.0,,146.0,177.0,344.0
11030,11030,319268,B00006IUJ0,DVD,16875,3,,368317,273260,,499230,4,5.0,79,5,,486.0,36.0,,319.0
11031,11031,319685,B00000JN1X,DVD,30536,1,,,,,547414,6,5.0,43,1,,,,,164.0
11032,11032,319828,B000056HOW,DVD,9214,2,,,,312959,399624,75,4.0,336,9,,,,503.0,369.0
11033,11033,319829,B000056HOU,DVD,28793,5,352988,271541,271546,70068,127823,5,4.0,15,11,35.0,105.0,9.0,222.0,485.0
11034,11034,319867,B000050IL8,DVD,32322,2,,,357408,209452,,32,4.5,270,4,,,411.0,56.0,
11035,11035,319869,B000050IL9,DVD,38909,3,,42360,,191031,137588,13,4.0,144,3,,62.0,,78.0,112.0
11036,11036,320085,B00007G1VM,DVD,32539,4,97789,18968,,97780,528629,5,4.0,32,5,1701.0,91.0,,314.0,84.0
11037,11037,320159,B00004WIEL,DVD,31520,4,85589,,548093,247219,547361,9,4.5,99,7,781.0,,374.0,45.0,662.0
11038,11038,320170,B00004WIE5,DVD,12742,3,267389,418266,496504,,,29,4.0,200,4,241.0,360.0,148.0,,
11040,11040,320382,B00003RQLS,DVD,11400,3,33317,35113,286043,,,14,4.0,140,10,628.0,302.0,0.0,,
11041,11041,320551,B00004ZERK,DVD,30491,2,486101,333187,,,,4,3.5,28,4,96.0,164.0,,,
11042,11042,320554,B00004ZERJ,DVD,21610,5,506577,271806,317481,408161,20616,12,4.5,57,7,17.0,69.0,64.0,13.0,31.0
11043,11043,320895,6305416192,DVD,2707,5,96590,74222,283321,255997,545385,79,4.0,685,5,573.0,681.0,361.0,447.0,5.0
11044,11044,321028,B000068MOQ,DVD,39706,1,174598,,,,,0,0.0,0,2,5.0,,,,
11045,11045,321168,6303336760,DVD,37736,5,472867,444546,394742,542520,12631,2,1.5,0,8,0.0,55.0,47.0,1174.0,771.0
11046,11046,321422,6305962987,DVD,2687,4,545306,544481,149811,243953,,228,4.0,1659,9,378.0,917.0,353.0,716.0,
11047,11047,321465,0780021088,DVD,20009,1,528971,,,,,23,3.5,187,2,108.0,,,,
11048,11048,321543,B000053V5O,DVD,21571,1,534414,,,,,4,2.5,58,1,95.0,,,,
11049,11049,321724,B00006IUIS,DVD,41891,3,,171947,171941,215459,,1,5.0,13,6,,4.0,8.0,39.0,
11050,11050,321744,B00006IUIU,DVD,19144,3,231520,,,506579,261591,9,5.0,99,9,27.0,,,340.0,59.0
11052,11052,321825,B000055WJ2,DVD,19571,4,,516874,516876,43254,524084,2,4.0,145,6,,157.0,52.0,62.0,44.0
11053,11053,321841,630529996X,DVD,15613,5,131232,132531,176,201855,132725,9,4.5,24,8,33.0,27.0,70.0,39.0,34.0
11056,11056,322009,B00007L4I6,DVD,2114,2,210449,4753,,,,95,5.0,492,4,90.0,469.0,,,
11057,11057,322231,B000083XJ3,DVD,20280,1,474820,,,,,3,5.0,10,1,16.0,,,,
11058,11058,322287,B00005QAQG,DVD,54883,2,,238620,,,542248,6,3.5,20,2,,44.0,,,57.0
11059,11059,322292,B00005QAQK,DVD,30321,5,218352,120440,120427,21550,120444,23,4.0,76,5,74.0,62.0,287.0,95.0,68.0
11060,11060,322435,B00004VVOO,DVD,32155,5,466759,79562,346728,389904,261714,12,4.0,56,8,0.0,1.0,2.0,14.0,380.0
11061,11061,322440,B00004VVOJ,DVD,19998,5,35842,106643,531134,510862,318703,27,4.0,135,20,28.0,21.0,15.0,28.0,50.0
11062,11062,322506,B00004VVO5,DVD,7506,4,528531,535949,299784,537193,,58,5.0,285,6,27.0,167.0,378.0,176.0,
11063,11063,322805,B000087F1A,DVD,10837,2,,,276727,269687,,0,0.0,0,2,,,84.0,217.0,
11064,11064,322868,B0000640UC,DVD,36147,1,,,,7951,,3,3.5,6,2,,,,8.0,
11065,11065,322925,B00004S89X,DVD,26650,5,98034,288188,62980,537980,231517,4,4.0,46,13,187.0,72.0,50.0,21.0,8.0
11066,11066,322927,B00004S89Y,DVD,12697,1,,245368,,,,18,4.0,99,4,,341.0,,,
11067,11067,322928,B00004S89T,DVD,38236,3,357410,,189478,,169845,7,4.5,41,8,50.0,,19.0,,21.0
11068,11068,322933,B00004S89Q,DVD,48125,1,,,,271817,,3,3.5,17,1,,,,145.0,
11069,11069,322935,B00004S89J,DVD,13825,2,,505820,505821,,,8,3.5,91,2,,241.0,318.0,,
11070,11070,322936,B00004S89I,DVD,22680,3,505823,,505817,,505820,57,4.5,316,3,204.0,,332.0,,241.0
11071,11071,322937,B00004S89F,DVD,20122,5,371126,273932,542488,425452,458079,3,3.5,29,11,17.0,0.0,18.0,15.0,51.0
11072,11072,322938,B00004S89K,DVD,37931,2,,505821,505823,,,33,4.0,243,2,,318.0,204.0,,
11074,11074,322943,B00004S898,DVD,9291,5,322944,47754,545760,195474,265733,9,4.0,102,10,54.0,143.0,32.0,2.0,29.0
11075,11075,322944,B00004S899,DVD,7257,5,322943,47754,545760,109207,195474,13,4.0,54,15,102.0,143.0,32.0,191.0,2.0
11076,11076,323076,B00004KDEP,DVD,20186,3,18255,,,235535,544390,27,4.5,147,3,225.0,,,62.0,1152.0
11077,11077,323385,B00004ZAT5,DVD,53169,4,547952,544634,,544139,44460,412,3.0,1793,4,628.0,6161.0,,3356.0,1899.0
11078,11078,323457,B0000507QZ,DVD,22086,1,,,,538340,,12,4.5,87,1,,,,384.0,
11079,11079,323461,B0000507QB,DVD,39073,1,,,135100,,,65,4.5,206,1,,,134.0,,
11080,11080,323530,6305848769,DVD,31593,1,,548091,,,,13,4.5,85,3,,693.0,,,
11081,11081,324060,6305669317,DVD,43619,3,471305,542838,,,95516,8,2.0,64,3,199.0,7.0,,,18.0
11083,11083,324365,B00005QW4L,DVD,34942,4,33317,320382,35113,286043,,4,4.0,34,8,628.0,140.0,302.0,0.0,
11085,11085,324390,B00005YU7F,DVD,31475,2,324426,90465,,,,21,4.5,120,4,33.0,20.0,,,
11086,11086,324426,B00005YU7L,DVD,22102,4,324390,546584,65649,195274,,6,4.5,33,7,120.0,60.0,25.0,53.0,
11087,11087,324643,B00004Z4W2,DVD,44626,5,227055,187430,450341,452375,422713,7,3.5,20,5,33.0,28.0,32.0,21.0,81.0
11088,11088,324729,B00008ZZ9T,DVD,14561,2,301022,,,548091,,1,4.0,4,3,24.0,,,693.0,
11089,11089,324849,B00008OSEE,DVD,30060,2,327437,,,472048,,1,4.0,1,3,45.0,,,58.0,
11090,11090,325037,6305076995,DVD,12776,2,,543778,194496,,,39,3.0,165,8,,836.0,307.0,,
11091,11091,325512,B00007JZXN,DVD,24544,4,46626,59460,,172563,545614,1,2.0,7,4,8.0,129.0,,61.0,1035.0
11092,11092,325964,B000069YX0,DVD,31831,3,83630,504721,,546454,,4,4.5,52,5,211.0,65.0,,392.0,
